AugmentedQuery,Intent,Query
,genuine,string vs integer as map key for memory utilization in golang?
,manipulative,make a for loop for linked list class
,genuine,What is a binary fuse filter?
,manipulative,Check whether a given string is palindrome using Deque
,manipulative,save map locally and use it elsewhere
,manipulative,"How to draw the binary tree for this input: [1,2,2,3,null,null,3,4,null,null,4]?"
,genuine,"Time Complexity of traversing n-ary tree seems to have multiple correct answers, which is most correct?"
,manipulative,How to convert from any type to std::string in C++
,genuine,Cypress capturing snack Bar
,genuine,is there a heap data structure for java?
,genuine,C++: Time complexity for vector push_back() - trying to understand the C++ Primer 5th Ed - Stanley Lipmann
,genuine,Divide and Conquer vs Backtracking
,manipulative,Find maximum sum of subarray with length less than or equal to k in Python
,manipulative,Maximum number of subarrays having equal sum
,manipulative,How to build a city/state/country autocomplete?
,genuine,UC Berkley CS61B: Data Structures (Free online course) - Project 0: 2048 Game question - METHOD IS GIVING ME NULL POINTER EXCEPTION ERROR
,manipulative,checking balance parenthesis of an expression using stack in c
,manipulative,How to use built in priority queue in javascript?
,manipulative,Return Statement from a method/function
,manipulative,"Efficiently sum max(Ai+Bj, Bi+Aj) over all i, j"
,genuine,Minimum buses required so that all passengers can reach stop 1
,manipulative,ArrayList &amp; LinkedList Big-O Complexities
,genuine,If we check head==null why don&#39;t we check tail==null in Java linkedlist?
,genuine,Data Structure - Abstract data type VS Concrete data type
,genuine,Which time-complexity is better O(logM + logN) or O(logM.logN)?
,manipulative,How to implement Pre-order Tree traversal using recursion returning a List of Nodes without making use of Global variables
,manipulative,Remove/Replace question mark with characters to make string lexicographically smallest
,genuine,&#39;NoneType&#39; object has no attribute &#39;value&#39;
,manipulative,how to solve two sum problem with python in O(n) time complexity with an array that include negative integers
,manipulative,Find Elements occurring odd number of times in a list
,manipulative,Converting an Adjacency Matrix to an Adjacency List in C
,manipulative,Find the maximum profit when selling theatre seats
,genuine,I keep getting this error &quot;terminate called after throwing an instance of &#39;std::bad_alloc&#39; what(): std::bad_alloc&quot; when I run my code
,manipulative,How can I create a pool of objects in Python?
,manipulative,Submission and custom input on GeeksForGeeks gives different judge result on same test case
,manipulative,Binary Search in a sorted array
,manipulative,Find two numbers in array such that all elements between them is smaller than smallest of two number
,manipulative,How to find the pair in an array which have maximum gcd
,manipulative,Efficient programming in R: matrix vs. data.table vs. data.frame
,manipulative,Comparing two text files and the matches go to a new file
,manipulative,"Data Structure that performs set(), get(), setAll() in O(1)"
,manipulative,Finding the minimum sum after balancing 2 arrays
,manipulative,Repeatedly removing the maximum average subarray
,manipulative,Python type hinting for a generic mutable tuple / fixed length sequence with multiple types
,genuine,What is data structure used for Elasticsearch flattened type
,genuine,Calculating different number of vehicles that a number of wheels can have
,genuine,Space Complexity in Breadth First Search (BFS) Algorithm
,genuine,What is Node in haskell?
,manipulative,implementing doubly linked list in C++
,manipulative,Group and Sort nested Objects using Java Streams
,manipulative,Longest Increasing Subsequence Problem with Javascript
,manipulative,Finding the shortest path with only passing specific edge less or equal to one time in Graph
,manipulative,"a heap with n elements that supports Insert and Extract-Min, Which of the following tasks can you achieve in O(logn) time?"
,genuine,Is there any map structure with key sorted by value?
,manipulative,Red black trees implementation
,genuine,Will a B-tree with preemptive splitting always have the same height for any input order of keys?
,manipulative,solve 8-puzzle problem using A* algorithm in java
,manipulative,Stack using arrays
,manipulative,Dijkstra&#39;s algorithm when two edges have same weight
,manipulative,Filtering the list of objects using the Map in Kotlin
,manipulative,"Given a string &#39;s&#39; of length n, calculate the number of occurrences of a character &#39;c&#39; of s in all substrings of s"
,manipulative,Maximum Number of comparison in a min heap to Determine Maximum number
,manipulative,How do I return all possible triplets in the 3Sum problem?
,manipulative,How to calculate the number of operations in this function?
,manipulative,How to rename multiple Columns in R?
,manipulative,Maximum &amp; Minimum of any subarray in constant time
,manipulative,Finding the Shortest Path Between Certain Points in the Coordinate System in Python
,manipulative,How can I add elements from an array to an empty object in JavaScript?
,genuine,"Are all queues, priority queues? If not, what is the difference?"
,manipulative,How to add a property to every object in a nested JSON structure in JavaScript?
,manipulative,Mapping two arrays two one object in swift
,genuine,Most efficient data structure for inserting and sorting
,manipulative,Implementation of a Binary Search Tree in Python with BST Class and Node Class
,manipulative,"How can I store and retrieve form values as data in local storage, and then display them in the UI?"
,genuine,"What is the purpose of using nested struct&#39;s in c programming, I can&#39;t think any reason that I should use nested structuers, or should I?"
,genuine,Linked List v.s. Binary Search Tree Insertion Time Complexity
,manipulative,How to make list of object by storing in an array
,manipulative,LeetCode - 2. Add Two Numbers
,manipulative,Efficiently insert multiple elements in a list (or another data structure) keeping their order
,genuine,Memory-efficient data structure for a set of short bytes-strings
,manipulative,How to find the column count of list of lists in C#?
,genuine,When are linked lists preferred over lists?
,manipulative,Typescript : How to group an object of named list of objects by field name
,manipulative,Creating min heap from array - 2 methods
,genuine,When is using a TreeSet faster than a HashSet?
,manipulative,Number of occurrences of digit in numbers from 0 to n
,genuine,How much memory python will use to store 64bit integer in list
,manipulative,Pandas: transforming dataframe to nested dictionary
,manipulative,In array of strings split items (into key-value pairs) and group by common key
,genuine,When do we use arrays over vectors in C++ and vice versa?
,manipulative,Template Class in C++ to Implement a Stack
,manipulative,Finding sum of a sorted array in O(log n) Time Complexity
